Index;Weight;Edges;
0;195;10,6;10,1;1,7;1,8;8,9;9,5;5,4;5,3;2,6;
1;214;4,8;10,3;4,9;4,6;3,2;6,7;4,5;2,1;10,5;
2;106;2,9;2,1;9,5;1,3;3,4;1,6;2,8;1,7;10,1;
3;230;3,4;3,2;3,8;5,10;10,7;4,6;6,9;7,1;5,8;
4;144;10,2;2,8;2,1;2,4;2,5;5,9;8,3;4,6;7,1;
5;158;9,1;1,8;8,2;1,6;9,3;6,4;4,5;8,7;10,1;
6;209;9,2;9,3;2,6;2,1;9,7;9,5;9,4;1,8;10,9;
7;203;9,10;10,7;10,1;2,8;7,5;7,4;1,3;3,6;2,4;
8;252;7,8;8,5;8,9;7,2;2,4;5,3;9,10;9,6;1,10;
9;268;10,9;10,8;9,6;10,5;6,7;7,1;10,2;8,3;4,5;
10;233;6,4;6,8;7,1;8,3;4,9;9,5;6,2;6,10;7,4;
11;170;4,3;4,7;4,1;3,10;3,9;3,8;8,5;8,2;6,1;
12;214;8,3;8,7;3,1;4,6;1,5;8,9;5,2;5,10;4,10;
13;202;9,1;9,3;1,4;9,6;3,10;1,5;9,8;10,2;7,10;
14;202;7,3;3,2;2,10;10,6;3,8;3,4;7,9;4,1;5,6;
15;230;8,2;2,5;5,1;2,3;5,6;10,9;9,4;8,7;10,8;
16;237;7,6;6,10;7,5;6,9;5,4;4,8;6,1;4,2;3,9;
17;148;9,1;1,8;8,7;7,2;2,5;3,4;7,10;1,6;3,1;
18;161;2,4;4,5;5,10;4,8;4,1;1,3;6,9;2,7;6,1;
19;211;9,5;9,1;1,6;5,3;1,2;9,7;5,4;5,8;10,9;
20;225;2,10;2,7;10,5;7,3;10,4;5,6;7,8;5,9;1,4;
21;219;9,8;8,6;8,7;6,4;9,3;6,1;4,5;4,2;10,1;
22;179;8,4;4,1;8,3;4,9;4,5;1,6;3,10;5,7;2,4;
23;218;9,2;2,8;8,6;6,3;9,10;6,5;3,4;10,1;7,4;
24;173;2,10;2,6;2,8;8,1;10,7;1,9;7,3;7,5;4,3;
25;193;4,1;4,8;8,7;1,10;10,2;2,6;2,3;7,5;9,7;
26;251;5,6;6,8;6,3;8,9;9,10;8,1;4,7;9,2;4,5;
27;218;7,1;7,3;7,5;1,9;7,10;5,8;5,4;8,6;2,7;
28;234;10,3;10,7;3,8;9,2;10,4;3,1;3,5;7,6;9,8;
29;187;10,6;6,2;6,7;2,8;6,3;6,1;6,4;1,9;5,4;
30;178;7,2;7,10;10,4;4,1;1,9;10,6;2,3;4,8;5,1;
31;166;2,8;8,6;2,7;2,1;3,4;1,9;1,5;9,10;3,10;
32;175;1,9;1,8;8,7;1,2;1,10;10,5;7,3;8,4;6,4;
33;217;3,4;3,8;4,2;4,10;4,5;5,1;8,9;8,6;7,4;
34;140;7,2;2,5;2,10;2,3;2,1;4,8;2,6;2,9;4,9;
35;230;10,5;10,8;5,3;5,1;5,9;5,7;5,2;10,4;6,3;
36;187;6,1;1,8;1,5;6,2;5,3;8,10;10,7;3,9;4,10;
37;210;6,5;4,7;4,9;4,10;10,1;10,2;5,3;3,8;4,6;
38;247;3,9;9,7;9,10;7,8;4,2;4,6;4,1;6,5;4,7;
39;173;1,8;1,9;8,3;3,4;9,7;3,5;4,2;7,10;6,1;
40;262;6,8;8,2;8,5;8,7;8,9;5,4;4,3;7,1;10,9;
41;179;9,2;2,6;2,5;5,1;1,7;7,10;5,4;6,8;3,10;
42;209;7,9;7,2;9,4;4,5;2,3;2,10;10,8;10,1;6,3;
43;206;6,7;6,3;6,8;6,5;3,10;6,1;3,4;3,9;2,5;
44;253;1,10;10,9;9,3;10,2;7,4;10,8;8,5;2,6;7,10;
45;211;10,2;2,8;2,6;8,7;5,1;10,9;5,4;7,3;5,6;
46;159;8,6;8,9;9,1;1,10;10,5;1,3;3,7;1,4;2,1;
47;246;10,9;9,8;8,7;9,1;9,5;8,6;10,2;5,3;4,1;
48;213;8,3;8,4;8,10;10,2;8,1;4,6;3,9;1,5;7,10;
49;211;4,5;5,2;5,6;6,1;6,9;9,7;3,10;5,8;3,1;
50;247;6,9;9,10;6,8;8,2;9,7;6,3;9,1;7,5;4,2;
51;244;7,8;7,9;10,5;5,1;7,3;10,6;7,4;6,2;10,3;
52;193;1,5;1,10;5,2;5,6;2,4;5,8;10,7;8,3;9,4;
53;196;1,7;7,10;3,5;1,8;7,4;3,6;7,9;5,2;3,8;
54;225;8,3;3,1;3,9;9,7;3,2;7,6;7,5;4,10;4,9;
55;246;9,5;9,6;5,7;6,4;5,10;10,3;7,2;7,8;1,4;
56;192;4,3;4,1;1,10;4,2;2,7;10,8;7,5;3,9;6,9;
57;132;1,5;1,6;5,7;1,9;1,4;5,2;2,10;4,8;3,9;
58;155;9,1;1,8;1,7;9,2;2,5;7,3;8,10;8,4;6,2;
59;212;3,9;3,5;5,2;9,7;3,8;8,1;7,10;3,6;4,6;
60;157;1,4;1,6;1,5;6,7;5,2;1,10;6,9;8,3;8,4;
61;248;10,9;10,2;2,1;9,4;9,8;8,3;3,5;9,7;6,5;
62;165;7,3;4,2;4,1;3,10;1,9;1,5;3,6;10,8;4,10;
63;186;5,9;9,6;5,7;9,1;1,10;5,4;1,8;6,2;3,6;
64;198;7,2;7,6;6,3;3,10;2,8;4,5;4,9;4,1;7,5;
65;208;2,3;8,10;3,9;3,5;2,1;5,4;10,6;8,7;8,1;
66;195;1,4;1,10;10,3;10,9;1,8;9,2;2,5;9,7;6,9;
67;183;3,8;8,2;2,9;3,4;4,6;3,10;3,7;10,1;5,7;
68;249;10,9;10,6;7,3;9,8;10,1;7,2;2,4;6,5;7,6;
69;232;6,5;6,2;2,1;5,9;8,3;8,10;9,4;3,7;8,6;
70;255;10,9;9,8;3,7;10,1;8,2;10,5;8,4;7,6;3,9;
71;168;9,1;1,8;9,10;1,3;8,5;2,7;5,6;2,4;2,10;
72;227;4,10;10,3;3,8;8,6;8,7;6,2;7,1;8,9;5,2;
73;195;9,4;9,10;4,5;10,3;4,8;7,2;3,6;5,1;7,1;
74;184;1,6;1,3;3,8;10,4;1,9;6,5;3,2;9,7;10,5;
75;184;1,7;7,6;6,2;2,5;4,8;7,3;3,9;7,10;4,1;
76;249;10,8;10,5;8,3;8,2;10,6;6,4;6,1;8,7;9,3;
77;232;10,9;10,6;9,8;8,2;6,1;1,5;3,4;9,7;3,8;
78;169;6,1;6,4;1,8;1,2;6,3;5,10;3,9;3,7;5,6;
79;194;1,7;1,2;2,10;1,4;7,6;7,8;8,9;9,3;5,4;
80;176;4,3;3,8;3,10;10,2;8,1;2,7;7,5;4,9;6,2;
81;206;3,4;4,10;4,1;1,2;1,8;10,6;8,7;8,9;5,4;
82;203;7,5;5,4;7,6;5,2;4,3;6,10;4,8;1,9;1,6;
83;182;4,8;8,7;8,2;2,9;2,6;6,1;2,3;4,5;10,4;
84;132;1,7;1,4;4,5;1,3;4,10;5,8;5,2;1,9;6,2;
85;230;8,3;4,5;5,7;8,2;3,1;4,10;8,6;7,9;4,6;
86;203;1,9;9,5;8,2;9,7;5,4;4,6;9,3;3,10;1,8;
87;257;8,10;8,7;7,6;7,3;8,9;4,5;5,2;9,1;4,8;
88;229;3,9;9,7;9,4;3,6;4,1;4,8;6,10;9,5;2,5;
89;146;6,4;1,8;4,9;6,2;1,3;3,10;3,7;3,5;1,6;
90;254;4,10;10,9;9,5;5,2;9,8;4,7;8,6;6,1;3,7;
91;232;3,5;5,6;5,9;5,4;4,1;9,7;9,8;1,2;10,5;
92;237;5,1;5,9;5,7;7,6;6,4;9,3;3,2;8,10;8,4;
93;248;7,9;9,4;7,6;4,10;6,3;10,5;4,2;7,1;8,7;
94;225;8,2;2,6;6,3;8,9;6,5;8,10;3,4;8,7;1,2;
95;212;3,7;7,2;7,5;7,4;7,1;7,8;1,9;3,6;10,8;
96;214;10,6;10,5;5,2;2,9;5,3;2,1;9,7;3,4;8,5;
97;233;9,7;7,8;8,6;6,2;2,10;5,4;6,3;10,1;5,6;
98;226;9,4;4,6;4,7;7,2;6,10;7,8;7,3;6,1;5,4;
99;246;7,8;8,10;8,3;7,9;9,5;5,4;3,6;10,2;1,4;
